Genus,Species,ASW11,ASW15,ASW16,ASW19,ASW20,ASW22,ASW29,ASW2,ASW31,ASW35,ASW37,ASW38,ASW3,ASW45,ASW47,ASW49,ASW50,ASW51,ASW54,ASW56,ASW59,ASW62,ASW64,ASW65,ASW66,ASW67,ASW68,ASW69,ASW73,ASW74,ASW7
Bacteroides,Bacteroides stercoris,135,5114,0,529,1798,2108,7195,74,11957,160,82046,643,10983,667,25574,16647,50,864,1599,3246,87229,3325,25921,40481,11745,235,7030,29335,69,11422,7941
Bacteroides,Bacteroides thetaiotaomicron,0,108,0,203,405,12980,3979,90,21672,39,1830,194,101,17624,98,444,45,2296,34,985,788,81,211,326,244773,327,8758,638,79,2571,6079
Bacteroides,Bacteroides uniformis,0,593,0,618,813,5780,3796,301,225,46,4625,310,162,68,1980,385,259,30,41,87344,1159,268,1101,959,5111,27,3454,2988,14,9021,34477
Bacteroides,Bacteroides xylanisolvens,0,429,0,458,496,8399,1011,0,307,60,3053,580,186,114,475,2552,135,29,47,4172,884,199,166,518,2108,577,4580,1746,0,5261,10173
Bacteroides,Bacteroides zhangwenhongii,0,291,0,73,257,163,416,0,352,0,1838,40,19,15,35,342,83,0,38,375,151,145,56,126,203,74,6467,6548,17,24346,548
Bacteroides,Bacteroides zoogleoformans,0,60,0,126,70,362,223,175,44,0,592,0,0,0,19,35,307,0,0,439,35,416,43,57,62,11,16111,41,0,53,266
Baekduia,Baekduia soli,71,22,0,0,0,0,32,25,49,0,0,34,0,0,0,0,14,17,483,0,0,0,11,0,0,30,41,0,0,11,53
Barnesiella,Barnesiella viscericola,0,25,0,519,116,706,567,329,99,22,291,235,18,0,28,62,530,0,0,0,32,374,11,23,948,27,654,10,0,37,146
Bartonella,Bartonella alsatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Bartonella,Bartonella ancashensis,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Bartonella,Bartonella apis,0,0,0,64,0,0,40,0,51,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,129,0,0,11,31
Bartonella,Bartonella bacilliformis,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Bartonella,Bartonella birtlesii,47,0,0,0,0,0,0,0,26,63,29,0,0,0,0,0,36,0,0,0,0,32,0,54,0,0,0,0,0,0,0
Bartonella,Bartonella bovis,0,0,0,0,0,22,0,0,0,14,0,0,0,0,0,0,0,0,25,0,0,0,0,24,0,0,0,0,0,0,0
Bartonella,Bartonella clarridgeiae,29,0,0,11,0,13,0,16,39,46,0,0,0,0,0,0,33,0,14,0,0,22,0,32,0,15,0,0,0,23,0
Bartonella,Bartonella elizabethae,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
Bartonella,Bartonella grahamii,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
Bartonella,Bartonella machadoae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
Bartonella,Bartonella quintana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Bartonella,Bartonella schoenbuchensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Bartonella,Bartonella sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Bartonella,Bartonella sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
Bartonella,Bartonella vinsonii,20,0,0,0,0,0,0,0,22,28,0,0,0,0,0,0,18,0,0,0,0,19,0,25,0,0,0,0,0,15,0
Basfia,Basfia succiniciproducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
Basilea,Basilea psittacipulmonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
Bdellovibrio,Bdellovibrio bacteriovorus,183,43,0,14,32,0,0,20,247,323,72,0,0,19,0,0,189,0,0,0,12,60,24,278,0,0,73,24,0,45,12
Bdellovibrio,Bdellovibrio sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
Bdellovibrio,Bdellovibrio sp.,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beggiatoa,Beggiatoa leptomitoformis,14,20,0,0,14,0,0,18,123,133,27,0,0,11,0,0,105,0,0,0,0,30,19,126,0,0,86,13,0,32,0
Beijerinckia,Beijerinckia indica,0,0,0,28,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belliella,Belliella baltica,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,26,0,0,0,0,31,0,0,25,0,41,0,0,0,14
Bergeyella,Bergeyella cardium,45,0,0,0,0,0,0,0,40,73,16,0,0,0,0,0,97,0,0,0,0,65,0,52,33,0,18,12,0,16,0
Bermanella,Bermanella marisrubri,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0
Bernardetia,Bernardetia litoralis,16,15,0,0,20,15,11,10,66,64,27,0,0,0,0,0,40,0,12,0,0,18,0,142,0,0,53,0,0,12,0
Berryella,Berryella intestinalis,125,1022,0,36,136,12,135,701,2564,112,397,198,14,82,357,18,194,39,0,128,57,201,1455,49,52,0,270,89,0,66,296
Beutenbergia,Beutenbergia cavernae,13,22,0,59,0,93,87,94,23,13,0,289,0,0,21,13,23,11,1199,0,0,0,0,0,15,48,27,0,0,71,765
Bibersteinia,Bibersteinia trehalosi,0,0,0,0,0,0,78,0,111,0,511,0,195,0,0,354,0,0,0,0,954,0,0,463,0,0,334,0,0,0,0
Bifidobacterium,Bifidobacterium actinocoloniiforme,77,0,0,12,0,17,36,28,0,52,0,142,0,0,35,0,116,0,111,0,0,64,112,0,0,173,32,0,0,123,78
Bifidobacterium,Bifidobacterium adolescentis,194,60,0,0,44,0,273,96,235,26,27,51,0,0,452602,0,89,0,92,118,10,162,2459,59,0,148,25,23,0,175,117
Bifidobacterium,Bifidobacterium angulatum,0,36,0,15,0,31,228,0,140,0,36,0,0,0,2071,0,16,0,11,0,0,0,668,11,0,0,18,24,0,22,278
Bifidobacterium,Bifidobacterium animalis,57,344,0,27,19,37,94,35,981,22,86,64,0,17,259,0,90,0,312,28,0,50,1062,0,18,159,70,12,0,67,266
Bifidobacterium,Bifidobacterium asteroides,17,13,0,19,10,26,42,10,54,0,23,34,0,0,67,0,64,0,53,10,0,43,88,13,0,16,31,10,0,40,199
Bifidobacterium,Bifidobacterium bifidum,92,60,0,20,0,32,106,34,138,17,114,86,0,11,990,13,136,0,283,71,12,69,1456,17,0,98,26,24,0,142,228
Bifidobacterium,Bifidobacterium breve,186,29,0,73,33,111,243,57,349,44,87,116,0,0,5862,32,92,0,0,114,0,75,1108,155,51,422,63,79,0,209,774
Bifidobacterium,Bifidobacterium catenulatum,105,28,0,23,0,38,83,0,34,0,36,30,0,0,11764,0,0,0,0,31,0,62,2602,104,0,0,27,18,0,122,198
Bifidobacterium,Bifidobacterium choerinum,18,66,0,26,0,48,52,13,166,0,25,24,0,13,148,0,93,0,420,17,0,143,157,0,0,38,22,0,0,44,491
Bifidobacterium,Bifidobacterium coryneforme,0,0,0,0,0,23,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
Bifidobacterium,Bifidobacterium dentium,0,0,0,0,0,0,398,14,41,0,18,14,0,0,2705,0,0,0,30,0,0,0,454,0,0,0,14,0,0,11,16
Bifidobacterium,Bifidobacterium eulemuris,63,46,0,10,0,33,58,22,105,33,32,20,0,0,267,0,131,0,20,18,0,154,185,29,0,54,18,12,0,92,172
Bifidobacterium,Bifidobacterium imperatoris,0,0,0,0,0,0,45,0,50,0,0,0,0,0,185,0,0,0,103,0,0,0,30,0,0,0,19,0,0,22,49
Bifidobacterium,Bifidobacterium indicum,0,0,0,0,0,15,0,0,31,0,0,0,0,0,0,0,17,0,0,0,0,31,28,0,0,35,0,0,0,0,0
Bifidobacterium,Bifidobacterium lemurum,16,37,0,0,0,0,16,25,81,0,0,15,0,0,323,0,20,0,82,45,0,25,343,0,0,14,21,0,0,33,23
Bifidobacterium,Bifidobacterium longum,81,141,0,332,319,447,861,109,255,114,340,260,56,60,127401,76,140,28,298,222,100,152,11053,375,137,186,786,152,0,425,4002
Bifidobacterium,Bifidobacterium pseudocatenulatum,140,35,0,21,31,16,69,0,20,31,22,57,0,13,7063,0,91,0,389,82,0,1163,2589,1804,0,126,29,0,0,179,349
Bifidobacterium,Bifidobacterium pseudolongum,229,163,0,46,0,79,130,28,259,17,23,37,0,0,483,11,146,0,376,167,10,125,269,15,0,248,31,15,0,258,600
Bifidobacterium,Bifidobacterium pullorum,0,5554,0,25,1134,30,126,29,165,0,2548,5102,60,17,28081,349,19,37,163,0,175,304,413128,911,14,36,120,143,0,53,321
Bifidobacterium,Bifidobacterium saguini,0,0,0,0,0,0,41,0,38,0,0,0,0,0,133,0,0,0,0,0,0,0,86,0,23,0,0,0,0,25,0
Bifidobacterium,Bifidobacterium scardovii,12,31,0,0,14,19,87,44,117,15,38,122,0,0,390,0,28,0,96,11,0,28,387,0,0,95,39,13,0,34,201
Bifidobacterium,Bifidobacterium subtile,0,37,0,0,11,11,44,14,68,0,0,0,0,0,391,0,22,0,116,0,0,11,347,0,0,0,21,0,0,12,53
Bifidobacterium,Bifidobacterium thermophilum,69,17,0,0,11,0,243,0,42,18,46,10,0,0,210,0,48,0,0,63,0,60,170,0,0,73,0,19,0,99,130
Biomaibacter,Biomaibacter acetigenes,90,22,0,14,11,41,17,55,94,150,28,10,0,0,10,0,227,0,33,0,0,121,26,128,11,19,123,24,0,47,45
Bipolaricaulis,Bipolaricaulis anaerobius,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,0,0,17
Bisgaardia,Bisgaardia hudsonensis,344,12,0,0,10,0,26,0,85,87,116,0,42,0,0,29,64,0,0,10,176,13,0,226,11,0,44,20,0,19,0
Bizionia,Bizionia sp.,0,27,0,49,31,30,29,63,0,0,33,0,0,23,0,0,206,0,0,0,0,48,12,231,0,0,56,11,0,36,17
Blastochloris,Blastochloris tepida,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0
Blastochloris,Blastochloris viridis,10,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,38,32,0,0,0,0,0,0,13,18,0,0,24,94
Blastococcus,Blastococcus saxobsidens,86,10,0,0,0,0,48,32,38,12,0,77,0,0,0,0,36,17,386,78,0,23,0,0,0,124,21,0,25,110,17
Blastococcus,Blastococcus sp.,0,0,0,28,0,18,254,0,69,0,0,16,0,0,0,0,0,0,228,0,0,0,0,0,0,28,43,0,14,12,69
Blastomonas,Blastomonas fulva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Blastomonas,Blastomonas sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Blattabacterium,Blattabacterium cuenoti,712,277,0,148,221,182,79,129,1574,1960,419,41,96,94,43,48,1303,18,119,42,79,495,164,1588,165,89,348,220,0,363,65
Blattabacterium,Blattabacterium sp.,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,17,0,0,0,0
Blattabacterium,Blattabacterium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
Blattabacterium,Blattabacterium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
Blautia,Blautia argi,243,851,0,45,831,1010,546,66,1374,651,13325,237,198,75,13737,250,435,75,104,0,932,339,1328,1330,125,28,227,37677,0,712,1759
Blautia,Blautia hansenii,220,3916,0,367,2398,1037,2735,114,1816,521,26927,126,377,472,24676,721,505,236,193,0,1967,715,1944,10720,257,225,510,148699,33,1883,1042
Blautia,Blautia liquoris,0,81,0,11,69,347,50,13,99,84,411,18,26,12,220,24,187,10,0,0,115,66,61,283,38,0,78,548,0,90,349
Blautia,Blautia massiliensis,0,692,0,0,443,329,264,0,400,436,3633,111,91,0,1135,317,528,31,65,0,316,258,2171,589,62,0,206,4130,0,351,678
Blautia,Blautia obeum,99,1260,0,47,958,493,442,89,1600,549,5883,106,130,39,1627,272,644,55,150,0,585,376,363,1144,80,68,252,8409,0,568,1014
Blautia,Blautia producta,212,296,0,34,247,281,242,64,459,586,2394,500,128,43,958,75,387,21,66,0,505,143,325,1309,162,35,202,4050,0,399,1597
Blautia,Blautia pseudococcoides,740,173,0,58,159,88,184,62,614,174,1068,59,65,0,446,62,652,15,50,0,168,276,169,565,61,32,102,2199,0,271,333
Blautia,Blautia sp.,0,230,0,0,362,67,265,25,315,26,3578,55,71,26,1169,76,0,41,48,0,240,56,157,503,117,0,205,4119,0,497,358
Blautia,Blautia sp.,435,551,0,0,353,98,214,0,396,170,1982,19,69,0,689,166,99,28,54,0,220,140,229,416,60,0,118,2695,0,287,215
Blochmannia,Blochmannia herculeanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blochmannia,Blochmannia ocreatus,14,0,0,0,0,10,0,0,28,15,0,0,0,0,0,0,16,0,0,0,0,12,0,37,0,0,0,0,0,14,0
Blochmannia,Blochmannia sp.,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,47,0,0,0,0
Blochmannia,Blochmannia sp.,188,0,0,0,0,0,0,0,80,263,0,0,0,0,0,0,52,0,0,0,0,0,0,46,0,0,0,0,0,14,0
Blochmannia,Blochmannia sp.,16,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,17,0,0,0,0,0,0,32,0,0,0,0,0,0,0
Blochmannia,Blochmannia sp.,166,0,0,0,0,0,0,0,57,75,54,0,0,0,0,0,30,0,0,0,0,14,0,92,0,0,0,14,0,12,0
Blochmannia,Blochmannia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Blochmannia,Blochmannia vafer,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blochmannia,Blochmannia vicinus,118,20,0,0,21,0,0,0,134,174,46,0,0,16,0,0,106,0,0,0,0,24,0,106,0,0,0,0,0,18,0
Bombella,Bombella sp.,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Bombilactobacillus,Bombilactobacillus bombi,66,45,0,26,14,32,0,35,267,240,48,0,12,0,0,0,168,0,44,0,13,82,46,120,0,16,0,22,0,74,49
Bombilactobacillus,Bombilactobacillus sp.,58,16,0,14,0,15,0,10,80,45,29,15,0,0,0,0,56,0,19,0,0,28,23,84,0,14,86,22,0,45,21
Bombilactobacillus,Bombilactobacillus sp.,131,29,0,10,21,0,0,13,127,149,46,0,10,0,0,0,93,0,0,0,0,21,17,151,0,0,0,18,0,18,0
Bordetella,Bordetella avium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,42,18,159,0,0,0,0
Bordetella,Bordetella bronchialis,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,18,26,0,0,0,13,0,0,0,21,0,0,0,46
Bordetella,Bordetella bronchiseptica,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,48,0,139,0,0,0,0,0,0,0,54,0,0,0,0
Bordetella,Bordetella flabilis,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,22,46,0,0,0,0,0,0,0,10,0,0,0,32
Bordetella,Bordetella genomosp.,26,30,0,0,0,0,0,55,21,0,0,0,0,0,0,0,52,0,75,26,0,18,11,0,0,214,19,0,0,93,34
Bordetella,Bordetella genomosp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
Bordetella,Bordetella genomosp.,0,0,0,0,0,0,0,0,0,21,0,22,0,0,0,0,29,0,38,0,0,0,0,0,0,25,30,0,0,0,15
Bordetella,Bordetella genomosp.,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Bordetella,Bordetella hinzii,0,0,0,38,0,0,67,43,16,0,0,121,0,0,0,0,20,0,23,0,0,23,0,0,0,84,0,0,0,0,0
Bordetella,Bordetella holmesii,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,36,0,34,28,0,0,24,22,0,0,24,0
Bordetella,Bordetella parapertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,33,0
Bordetella,Bordetella pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Bordetella,Bordetella petrii,0,37,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,45,0,0,0,93,0,0,0,230
Bordetella,Bordetella pseudohinzii,0,0,0,0,0,0,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22
Bordetella,Bordetella sp.,0,0,0,0,0,10,38,0,19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,53,0,0,0,111
Bordetella,Bordetella sp.,0,0,0,0,0,0,10,24,13,0,0,19,0,0,0,0,0,0,15,0,0,0,12,0,17,35,35,0,0,0,12
Bordetella,Bordetella trematum,70,0,0,0,20,0,0,0,39,88,43,33,0,0,0,0,95,0,82,12,0,34,0,54,0,15,40,0,0,16,0
Borrelia,Borrelia anserina,0,0,0,0,0,0,0,0,57,36,0,0,0,0,0,0,20,0,0,0,0,0,0,58,0,0,0,0,0,0,0
Borrelia,Borrelia crocidurae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Borrelia,Borrelia hermsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Borrelia,Borrelia maritima,130,44,0,0,26,0,0,27,162,216,53,0,0,16,0,0,141,0,0,0,0,40,33,162,0,0,0,38,0,21,0
Borrelia,Borrelia miyamotoi,0,0,0,71,0,0,51,0,0,0,0,0,0,0,0,0,37,0,0,0,0,60,0,0,0,0,0,0,0,0,0
Borrelia,Borrelia sp.,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borrelia,Borrelia sp.,0,0,0,0,0,47,0,0,73,49,0,0,0,0,0,0,32,0,0,0,0,0,0,56,0,0,0,0,0,59,0
Borrelia,Borrelia sp.,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borrelia,Borrelia turcica,179,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,35,0,0,0,0,63,0,0,0,0,0,0,0
Borrelia,Borrelia turicatae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Borreliella,Borreliella afzelii,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borreliella,Borreliella bissettiae,0,0,0,0,0,0,0,0,29,19,0,0,0,0,0,0,14,0,0,0,0,13,0,24,0,0,0,0,0,12,0
Borreliella,Borreliella burgdorferi,41,0,0,0,0,0,0,0,26,37,34,0,0,0,0,0,20,0,0,0,0,0,0,57,0,0,0,0,0,0,26
Borreliella,Borreliella garinii,138,23,0,34,0,28,0,12,88,77,21,0,0,0,0,0,65,0,21,0,0,35,22,126,0,16,0,47,0,46,14
Borreliella,Borreliella mayonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Borreliella,Borreliella tachyglossi,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bosea,Bosea sp.,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,60,134,0,0,0,0,0,0,0,17,0,0,0,0
Bosea,Bosea sp.,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55,27,27,0,0,0,0,0,32,18,0,0,50,24
Bosea,Bosea sp.,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,71,34,0,0,0,0,0,0,106,0,0,0,0,0
Bosea,Bosea sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,43,0,0,0,0,0,0,0,14,0,0,0,31
Bosea,Bosea sp.,0,0,0,0,0,12,94,0,11,0,0,11,0,0,0,0,0,109,141,0,0,0,22,0,0,16,0,0,0,0,0
Bosea,Bosea sp.,0,0,0,0,0,18,31,58,12,0,0,33,0,0,0,0,0,54,148,0,0,0,0,0,0,25,25,0,0,0,141
Bosea,Bosea vaviloviae,0,13,0,0,0,12,68,0,30,0,0,0,0,0,0,0,22,70,164,0,0,42,0,0,0,0,17,0,0,0,13
Botrimarina,Botrimarina mediterranea,0,0,0,0,0,0,44,0,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,23,40,0,0,0,38
Boudabousia,Boudabousia tangfeifanii,0,0,0,0,0,32,56,0,30,0,0,0,0,0,0,22,0,0,17,0,0,10,0,34,0,0,20,0,0,0,50
Brachybacterium,Brachybacterium avium,88,0,0,33,0,52,241,31,0,0,0,117,0,0,0,0,39,0,1378,67,0,34,38,0,30,157,47,0,0,132,512
Brachybacterium,Brachybacterium faecium,54,0,0,26,0,30,59,48,23,0,0,192,0,0,0,0,48,0,1078,11,0,43,39,0,18,129,0,0,0,32,352
Brachybacterium,Brachybacterium ginsengisoli,74,24,0,42,0,64,82,13,62,0,0,48,0,0,48,0,85,21,874,0,0,90,0,0,0,139,23,0,0,31,507
Brachybacterium,Brachybacterium halotolerans,102,0,0,56,0,58,215,29,0,33,0,108,0,0,0,28,52,0,1857,94,0,51,0,24,0,170,17,0,0,232,974
Brachybacterium,Brachybacterium kimchii,0,0,0,93,0,186,146,233,0,0,0,254,0,0,0,0,124,0,476,0,0,146,0,0,0,189,0,0,0,81,1086
Brachybacterium,Brachybacterium saurashtrense,92,0,0,58,0,70,87,13,0,0,0,34,0,0,0,0,77,20,1319,85,0,88,0,0,0,101,27,27,0,218,792
Brachybacterium,Brachybacterium sp.,55,0,0,49,0,87,185,122,0,39,0,206,0,0,0,0,139,15,928,46,0,120,24,0,0,253,12,0,0,110,407
Brachybacterium,Brachybacterium sp.,138,0,0,36,0,58,141,162,48,32,0,494,0,0,0,0,37,15,1797,48,0,31,22,0,0,370,16,0,0,120,685
Brachybacterium,Brachybacterium vulturis,137,21,0,73,0,42,383,24,37,0,0,73,0,0,0,22,90,17,1105,115,0,105,13,0,0,164,93,0,0,212,502
Brachyspira,Brachyspira hampsonii,67,37,0,0,39,20,0,12,199,269,39,0,12,11,0,13,131,0,0,0,0,36,33,250,12,0,63,24,0,49,0
Brachyspira,Brachyspira hyodysenteriae,245,53,0,25,61,37,0,29,418,629,104,0,17,17,22,12,342,0,44,0,11,99,73,419,27,15,156,62,0,79,0
Brachyspira,Brachyspira intermedia,171,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,19,15,11,0,14,27,0,0,0
Brachyspira,Brachyspira murdochii,323,73,0,24,83,35,0,52,471,520,86,0,24,27,0,14,381,0,41,0,21,122,38,475,36,34,52,85,0,96,49
Brachyspira,Brachyspira pilosicoli,424,129,0,39,95,52,18,69,647,791,136,0,38,57,14,13,600,0,0,16,32,177,72,631,66,27,135,103,0,148,19
Bradymonas,Bradymonas sediminis,0,0,0,0,0,0,65,11,0,0,0,0,0,0,0,0,67,0,43,0,0,93,0,0,0,17,0,0,0,0,14
Bradyrhizobium,Bradyrhizobium amphicarpaeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Bradyrhizobium,Bradyrhizobium arachidis,52,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,21,12,0,36,0,27,0,0,0,40,17,0,0,82,30
Bradyrhizobium,Bradyrhizobium betae,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,Bradyrhizobium canariense,132,0,0,0,0,0,56,0,102,0,0,0,0,0,0,0,61,91,0,43,0,34,0,0,0,70,56,0,0,102,0
Bradyrhizobium,Bradyrhizobium cosmicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15
Bradyrhizobium,Bradyrhizobium daqingense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,66,0,0,0,0,0,0,0,113,0,0,0,0
Bradyrhizobium,Bradyrhizobium diazoefficiens,36,88,0,11,0,0,97,131,43,0,38,102,0,0,0,0,34,186,414,25,0,16,0,0,0,91,40,0,0,52,143
Bradyrhizobium,Bradyrhizobium erythrophlei,0,0,0,53,41,0,115,0,58,0,0,11,0,0,0,0,17,69,54,0,0,18,0,0,0,0,62,0,0,13,56
Bradyrhizobium,Bradyrhizobium genosp.,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,17
Bradyrhizobium,Bradyrhizobium genosp.,0,0,0,14,0,0,48,0,11,0,19,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,11,0,16,0,0
Bradyrhizobium,Bradyrhizobium guangdongense,41,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,15,38,80,17,0,0,0,0,0,35,0,0,0,37,88
Bradyrhizobium,Bradyrhizobium guangxiense,0,0,0,0,0,0,38,0,0,0,0,29,0,0,0,0,19,26,0,0,0,22,0,0,0,31,0,0,0,0,50
Bradyrhizobium,Bradyrhizobium guangzhouense,177,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,38,27,86,78,0,62,0,0,0,73,29,0,0,134,0
Bradyrhizobium,Bradyrhizobium icense,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,Bradyrhizobium japonicum,25,0,0,0,0,0,0,0,73,44,0,74,0,0,0,0,20,50,79,0,0,14,0,40,0,0,0,0,0,0,0
Bradyrhizobium,Bradyrhizobium lablabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,109,0,0,0,30,0,0,0,0,58,0,0,0,106
